Query ID,Winner,BM25_nDCG@10,Dense_nDCG@10,Hybrid_RRF_nDCG@10,Hybrid_Rerank_nDCG@10
test_query672,Hybrid (RRF),0.727329844310522,0.6780494608112012,0.933745776545611,0.6530488081313035
test_query673,Dense,0.5423640154200349,0.5867945846769145,0.5199967979955745,0.5637884576902256
test_query674,Hybrid + Rerank,0.18340980524840012,0.2520649403266671,0.2520649403266671,0.25469837558210445
test_query675,Dense,0.866947989864271,1.0,1.0,1.0
test_query676,Hybrid + Rerank,0.2082936658103318,0.3843113526044082,0.5352543167750639,0.727329844310522
test_query677,Hybrid + Rerank,0.25469837558210445,0.46945447024602915,0.539641393863001,0.5478527392247046
test_query678,BM25,1.0,1.0,1.0,1.0
test_query679,Hybrid + Rerank,0.5372903784169164,0.38148029915855786,0.5455017237786198,0.55206785919664
test_query680,BM25,1.0,0.715550648768261,1.0,0.933745776545611
test_query681,Hybrid + Rerank,0.7630946912803436,0.857980942822373,0.866947989864271,1.0
test_query682,Hybrid + Rerank,0.642186726668901,0.5473983622993502,0.5637884576902256,0.6489315753318465
test_query683,Dense,0.5965377185773229,0.8643145546088337,0.8603818544462509,0.8611375561264454
test_query684,Dense,0.2726701556894781,1.0,1.0,1.0
test_query685,Dense,0.7421246259355073,0.77523873680463,0.7314470771099789,0.7631925784528223
test_query686,Dense,0.40160493302575007,0.45841207143847534,0.4112501797536799,0.43042149375026456
test_query687,BM25,1.0,0.6168295842361274,0.933745776545611,0.8701249883466593
test_query688,BM25,1.0,1.0,1.0,1.0
test_query689,Dense,0.7778721720600673,0.9363792118010483,0.9216017310213247,0.9305687780632227
test_query690,BM25,0.5473983622993502,0.3589542101716347,0.4690000933206748,0.5271064966405455
test_query691,Dense,0.8611375561264454,1.0,1.0,1.0
test_query692,BM25,1.0,0.9363792118010483,1.0,1.0
test_query693,Dense,0.933745776545611,0.9363792118010483,0.9363792118010483,0.9266360779006401
test_query694,Dense,0.7846170207230129,1.0,1.0,1.0
test_query695,Dense,0.48864468918810133,0.6489315753318465,0.642186726668901,0.4631896595828492
test_query696,Hybrid (RRF),0.8899541168509599,0.914856882358379,1.0,1.0
test_query697,Dense,0.5326208815196265,1.0,0.7778721720600673,1.0
test_query698,BM25,1.0,0.17947710508581735,0.826813366651774,0.7859162856301584
test_query699,Dense,0.31204907722178066,0.6969179698201173,0.35705757165090446,0.31691619230948354
test_query700,Dense,0.4636440365082036,0.7007731679885374,0.5541432109622958,0.3030820301798826
test_query701,BM25,1.0,1.0,1.0,1.0
test_query702,Hybrid (RRF),0.5599332595218056,0.6816808362189438,0.8200685179888283,0.4966757172046536
test_query703,Dense,0.642186726668901,0.7034066032439746,0.7034066032439746,0.6300426811446146
test_query704,BM25,0.5326208815196265,0.18340980524840012,0.31488013066763093,0.0
test_query705,BM25,1.0,1.0,1.0,1.0
test_query706,Hybrid (RRF),0.6136525857537393,0.914856882358379,0.933745776545611,0.8572048559638628
test_query707,BM25,1.0,1.0,1.0,1.0
test_query708,Dense,0.501749354207772,0.727329844310522,0.5988751049740155,0.24309789328476902
test_query709,BM25,0.8389574121760602,0.3746661058764784,0.7093753650484099,0.6496872770120411
test_query710,BM25,1.0,1.0,1.0,1.0
test_query711,Hybrid (RRF),0.8611375561264454,0.7885497208855957,0.9305687780632227,0.835780413693672
test_query712,Hybrid + Rerank,0.7538142945344393,0.835780413693672,0.6947651160602989,0.9052116356304493
test_query713,Dense,0.30701473034246535,0.4642913062995817,0.44773452261294694,0.4162845266329952
test_query714,Hybrid (RRF),0.576669299949219,0.7791714369672127,0.8236998933965709,0.7819835854675755
test_query715,Dense,0.933745776545611,1.0,0.9363792118010483,1.0
test_query716,BM25,1.0,0.8603818544462509,1.0,1.0
test_query717,Dense,0.9363792118010483,1.0,1.0,1.0
test_query718,Hybrid (RRF),0.9363792118010483,0.7951657524814092,1.0,1.0
test_query719,Hybrid + Rerank,0.4115325995630326,0.35266373843404347,0.43042149375026456,0.44510108735750953
test_query720,Hybrid + Rerank,0.0,0.933745776545611,0.9216017310213247,1.0
test_query721,Hybrid (RRF),0.8454256604216017,0.841492960259019,0.8482378089219645,0.7967610662472993
test_query722,Hybrid + Rerank,0.8364586133797037,0.22009176629808017,0.5672274908036508,0.8454256604216017
test_query723,Hybrid (RRF),0.7846170207230129,0.38541299932114065,0.866947989864271,0.7917267193679839
test_query724,BM25,0.8603818544462509,0.6325414799409712,0.841492960259019,0.77523873680463
test_query725,Hybrid (RRF),0.13886244387355454,0.4228506620510153,0.6051399156371955,0.4710361549625273
test_query726,Hybrid (RRF),0.3372080579682881,0.3783033006761697,0.4092727151605027,0.2685529228900211
test_query727,BM25,1.0,1.0,1.0,1.0
test_query728,BM25,1.0,1.0,1.0,0.933745776545611
test_query729,Dense,0.2934367834519528,0.36099027181348725,0.2934367834519528,0.2934367834519528
test_query730,BM25,0.596517333399007,0.47010174003740723,0.596517333399007,0.43545584062957987
test_query731,BM25,1.0,0.7421246259355073,0.7909506325094737,0.727329844310522
test_query732,Dense,0.0,1.0,0.7799082337019199,0.7799082337019199
test_query733,Dense,0.9363792118010483,1.0,1.0,1.0
test_query734,Dense,0.4472539411173282,0.568003577662161,0.49435723575344825,0.424926013816671
test_query735,BM25,0.9305687780632227,0.46945447024602915,0.7065836017263629,0.22784037450527975
test_query736,Hybrid + Rerank,0.8701249883466593,0.7885497208855957,0.866947989864271,0.9363792118010483
test_query737,BM25,0.933745776545611,0.8521705090845474,0.9305687780632227,0.8630152897016883
test_query738,BM25,1.0,1.0,1.0,1.0
test_query739,BM25,0.22009176629808017,0.22009176629808017,0.22009176629808017,0.22009176629808017
test_query740,Hybrid (RRF),0.6489315753318465,0.8643145546088337,1.0,0.727329844310522
test_query741,BM25,1.0,0.9305687780632227,1.0,1.0
test_query742,Hybrid (RRF),0.5423640154200349,0.4818809355796682,0.841492960259019,0.7059054020403313
test_query743,Hybrid (RRF),0.36670281837883434,0.3398414932237254,0.3783033006761697,0.3282410109263901
test_query744,Hybrid (RRF),0.17947710508581735,0.23680742154717782,0.24309789328476902,0.16421958630632802
test_query745,Dense,0.7799082337019199,1.0,1.0,0.7799082337019199
test_query746,Hybrid (RRF),0.8115558478722846,0.8521705090845474,1.0,1.0
test_query747,BM25,1.0,1.0,1.0,1.0
test_query748,Hybrid (RRF),0.8899541168509599,0.7125523635307982,0.914856882358379,0.576669299949219
test_query749,Dense,0.8200685179888283,1.0,1.0,0.9266360779006401
test_query750,Dense,0.70844095012329,0.7682269253321375,0.7655934900767002,0.7007731679885374
test_query751,BM25,1.0,0.5837154733670049,1.0,0.9363792118010483
test_query752,BM25,0.13886244387355454,0.13886244387355454,0.13886244387355454,0.13886244387355454
test_query753,Hybrid (RRF),0.7542686714597936,0.7695261902392829,0.8318477135310893,0.6879509227782195
test_query754,BM25,1.0,0.933745776545611,1.0,1.0
test_query755,Dense,0.7670273914429264,0.8899541168509599,0.7917267193679839,0.7799082337019199
test_query756,BM25,1.0,0.9266360779006401,0.9305687780632227,1.0
test_query757,BM25,1.0,0.9363792118010483,0.9363792118010483,0.933745776545611
test_query758,BM25,0.8701249883466593,0.627507133061656,0.78180487222265,0.6994739030813919
test_query759,Dense,0.7125523635307982,1.0,1.0,1.0
test_query760,BM25,1.0,1.0,1.0,0.9305687780632227
test_query761,Hybrid + Rerank,0.6698623505528798,0.539987338899539,0.606241562353928,0.6874708847784536
test_query762,Hybrid + Rerank,0.6325414799409712,0.5077181160122074,0.7859162856301584,0.9266360779006401
test_query763,BM25,0.9363792118010483,0.7167674835027339,0.9216017310213247,0.866947989864271
test_query764,Hybrid (RRF),0.3589542101716347,0.6848374495230163,0.800693766409882,0.7510916729774053
test_query765,BM25,0.5750739861833288,0.45841207143847534,0.45577863618303804,0.5333576782543337
test_query766,Dense,0.22009176629808017,1.0,1.0,1.0
test_query767,Dense,0.491526182307598,0.9305687780632227,0.7788065869851872,0.587550286357109
test_query768,Hybrid + Rerank,0.6464018466408364,0.9305687780632227,0.8364586133797037,0.933745776545611
test_query769,BM25,0.914856882358379,0.7791714369672127,0.6122496142821665,0.8454256604216017
test_query770,BM25,1.0,0.866947989864271,1.0,0.914856882358379
test_query771,Dense,0.914856882358379,1.0,0.9363792118010483,0.9363792118010483
test_query772,Dense,0.3347092591719316,0.3783033006761697,0.36099027181348725,0.35705757165090446
test_query773,Hybrid + Rerank,0.6431211415940209,0.8553475075669357,0.9305687780632227,0.933745776545611
test_query774,Hybrid (RRF),0.22009176629808017,0.28371255449703187,0.4690000933206748,0.43231813227099475
test_query775,Dense,0.4189179618884325,0.4736695902179647,0.44773452261294694,0.45184593602045525
test_query776,Dense,0.06362078819895171,0.693761356516045,0.4959389204699464,0.22009176629808017
test_query777,Hybrid + Rerank,0.6203974344166848,0.7100226348397882,0.7315449642824575,0.7471589728148227
test_query778,Dense,0.84860265890399,1.0,1.0,1.0
test_query779,Dense,0.9266360779006401,1.0,1.0,0.9216017310213247
test_query780,BM25,1.0,1.0,1.0,1.0
test_query781,BM25,0.5305455297539706,0.11004588314904008,0.39170347105873193,0.13886244387355454
test_query782,Hybrid + Rerank,0.6243301345792677,0.7222954974312066,0.6816808362189438,0.7542686714597936
test_query783,BM25,1.0,0.9266360779006401,1.0,0.9266360779006401
test_query784,BM25,0.8389574121760602,0.3589542101716347,0.7467045958894682,0.693761356516045
test_query785,Dense,0.6293644814585829,0.6867151830982591,0.6059848036189867,0.4440973278132557
test_query786,BM25,1.0,1.0,1.0,1.0
test_query787,Hybrid (RRF),0.7007731679885374,0.5884674004369673,0.7827392871477702,0.7663491917568946
test_query788,Hybrid (RRF),0.9363792118010483,0.8643145546088337,1.0,1.0
test_query789,Dense,0.41528076708874123,0.6168295842361274,0.4505655760587972,0.5384313152574521
test_query790,BM25,0.7015099647232446,0.48331483694589444,0.5684579545875155,0.6627919420317119
test_query791,Dense,0.9052116356304493,1.0,0.9363792118010483,0.933745776545611
test_query792,BM25,1.0,1.0,1.0,1.0
test_query793,Hybrid (RRF),0.7975167679274937,0.28952298823485745,0.841492960259019,0.7136540102475308
test_query794,Hybrid (RRF),0.4220949603708207,0.5302442049991305,0.5337225282363589,0.5252098581198152
test_query795,Dense,0.2863459897524692,0.7791714369672127,0.4690000933206748,0.4690000933206748
test_query796,BM25,1.0,0.9363792118010483,1.0,0.6405914129030109
test_query797,BM25,0.5321408435198608,0.3679212572135327,0.22009176629808017,0.08514311764162098
test_query798,Dense,0.6410457898283652,0.866947989864271,0.8482378089219645,0.8364586133797037
test_query799,Dense,0.22009176629808017,1.0,0.9216017310213247,0.9266360779006401
test_query800,Hybrid (RRF),0.7100226348397882,0.7682269253321375,0.7975167679274937,0.6947651160602989
test_query801,Hybrid (RRF),0.6172839611614819,0.2984900352767555,0.7289115290270202,0.6870165078530993
test_query802,BM25,1.0,1.0,1.0,1.0
test_query803,Dense,0.933745776545611,1.0,1.0,0.933745776545611
test_query804,BM25,1.0,0.5509662124799075,0.5252098581198152,0.3636237070689246
test_query805,Hybrid + Rerank,0.06362078819895171,0.36745852005902885,0.06943122193677727,0.3757677525932109
test_query806,BM25,0.5423640154200349,0.43735247915031,0.5067837010870873,0.42838543210841196
test_query807,BM25,1.0,1.0,1.0,1.0
test_query808,BM25,1.0,1.0,1.0,1.0
test_query809,Dense,0.8454256604216017,0.914856882358379,0.8512360941594274,0.857980942822373
test_query810,Hybrid + Rerank,0.8643145546088337,0.933745776545611,0.933745776545611,0.9363792118010483
test_query811,Hybrid + Rerank,0.39673781793804724,0.627507133061656,0.46081298306235335,0.77523873680463
test_query812,Hybrid + Rerank,0.4690000933206748,0.5637884576902256,0.5637884576902256,0.727329844310522
test_query813,Dense,0.5305455297539706,0.7877736340270854,0.6378891765242928,0.6188656458779801
test_query814,Hybrid + Rerank,0.38363315291837646,0.40853591842579556,0.5100691314582919,0.5107164012496701
test_query815,Hybrid + Rerank,0.3589542101716347,0.2863459897524692,0.3589542101716347,0.5541432109622958
test_query816,Dense,0.5933607200949346,0.7655934900767002,0.5933607200949346,0.6274092458891772
test_query817,BM25,1.0,0.6652907408280685,0.8553475075669357,0.8630152897016883
test_query818,Hybrid (RRF),0.8701249883466593,0.9305687780632227,1.0,1.0
test_query819,BM25,1.0,0.3600558568883671,0.914856882358379,1.0
test_query820,Dense,0.30701473034246535,1.0,1.0,0.9305687780632227
test_query821,Dense,0.55206785919664,0.7778721720600673,0.6520881886359191,0.5677211578528083
test_query822,Hybrid + Rerank,0.4985723557253838,0.2934556883974402,0.4440973278132557,0.5067837010870873
test_query823,Hybrid (RRF),0.7846170207230129,0.7542686714597936,0.7967610662472993,0.6274092458891772
test_query824,Dense,0.9305687780632227,1.0,1.0,1.0
test_query825,Dense,0.7534494445524138,1.0,1.0,0.8899541168509599
test_query826,BM25,0.3589542101716347,0.19518900079066107,0.31488013066763093,0.13886244387355454
test_query827,Dense,0.7116179486056782,0.933745776545611,0.7778721720600673,0.7222954974312066
test_query828,BM25,1.0,0.9363792118010483,0.933745776545611,0.914856882358379
test_query829,Dense,0.7967610662472993,0.8603818544462509,0.793584067764911,0.800693766409882
test_query830,Dense,0.7058075148678526,1.0,1.0,0.7191184989488184
test_query831,BM25,0.7799082337019199,0.7799082337019199,0.7799082337019199,0.7799082337019199
test_query832,BM25,1.0,1.0,1.0,1.0
test_query833,Hybrid (RRF),0.8200685179888283,0.933745776545611,1.0,1.0
test_query834,BM25,0.84860265890399,0.804810999209339,0.7183627972686238,0.727329844310522
test_query835,BM25,1.0,0.7720617383222417,1.0,1.0
test_query836,Hybrid (RRF),0.7125523635307982,0.9266360779006401,0.9305687780632227,0.9052116356304493
test_query837,BM25,0.5541432109622958,0.22212782793993274,0.5352543167750639,0.13886244387355454
test_query838,Hybrid + Rerank,0.30240383049385083,0.6300426811446146,0.6117952373568122,0.7702043899253147
test_query839,BM25,1.0,1.0,1.0,0.857980942822373
test_query840,BM25,1.0,1.0,1.0,1.0
test_query841,Hybrid (RRF),0.42838543210841196,0.4631896595828492,0.6046855387118412,0.5509662124799075
test_query842,Hybrid (RRF),0.9305687780632227,0.9216017310213247,0.933745776545611,0.7799082337019199
test_query843,Hybrid (RRF),0.9216017310213247,0.8701249883466593,1.0,0.9216017310213247
test_query844,BM25,0.7951657524814092,0.6172839611614819,0.7312625444731047,0.7019727018777485
test_query845,Dense,0.5806020001118019,1.0,0.9266360779006401,1.0
test_query846,BM25,0.7222954974312066,0.0,0.22476126319537007,0.47338717040861195
test_query847,BM25,0.4922818839877925,0.44510108735750953,0.3757677525932109,0.35687885840597894
test_query848,Hybrid (RRF),0.3125291152215463,0.28165758790969186,0.3529461582433962,0.2980272981222516
test_query849,Dense,0.7951657524814092,0.8200685179888283,0.804810999209339,0.804810999209339
test_query850,BM25,0.9363792118010483,0.800693766409882,0.933745776545611,0.8572048559638628
test_query851,Hybrid (RRF),0.9266360779006401,0.9363792118010483,1.0,0.7289115290270202
test_query852,BM25,1.0,0.9216017310213247,1.0,1.0
test_query853,Dense,0.40414048110870887,0.4162845266329952,0.33480714634441017,0.4042383682811874
test_query854,Hybrid (RRF),0.8512360941594274,0.793584067764911,0.9266360779006401,0.866947989864271
test_query855,BM25,0.5053603444371989,0.39749351961824175,0.42959551071396096,0.4112501797536799
test_query856,Hybrid (RRF),0.35266373843404347,0.2984900352767555,0.7136540102475308,0.6719377023185354
test_query857,Hybrid (RRF),0.7846170207230129,0.5695785062497354,0.800693766409882,0.7059054020403313
test_query858,BM25,0.7093753650484099,0.49435723575344825,0.6163668470816234,0.576323354912681
test_query859,Dense,0.22009176629808017,0.615406227586239,0.28952298823485745,0.22009176629808017
test_query860,Dense,0.15850703974098102,0.24966402870278917,0.17630010660342912,0.1731866333482261
test_query861,BM25,0.715550648768261,0.6994739030813919,0.7058075148678526,0.5637884576902256
test_query862,BM25,0.8553475075669357,0.5309999066793252,0.800693766409882,0.2032389337527008
test_query863,Dense,0.6929852696575347,0.7573821447149967,0.7162874455029682,0.6758704024811183
test_query864,Hybrid (RRF),0.41388361500911724,0.7967610662472993,0.933745776545611,0.8389574121760602
test_query865,BM25,1.0,0.6726934039987301,1.0,0.9266360779006401
test_query866,Hybrid (RRF),0.8165901947515999,0.8899541168509599,1.0,0.9266360779006401
test_query867,BM25,0.6530488081313035,0.33013764944712026,0.5231737964779628,0.3995688713838975
test_query868,Dense,0.7682269253321375,1.0,0.933745776545611,0.8701249883466593
test_query869,Hybrid (RRF),0.9363792118010483,0.933745776545611,1.0,0.7479350596733328
test_query870,Hybrid + Rerank,0.2941924851321473,0.24655055544758614,0.2934163982736371,0.32149616226344435
test_query871,Hybrid + Rerank,0.5067837010870873,0.21222636597291458,0.3845937724137609,0.5271064966405455
test_query872,Dense,0.29155904987671,0.6947651160602989,0.448668937538067,0.6530488081313035
test_query873,BM25,1.0,1.0,1.0,0.8603818544462509
test_query874,BM25,1.0,0.5184650094568697,0.8318477135310893,0.933745776545611
test_query875,Dense,0.46270962158308354,0.5711601909662336,0.5357086937004182,0.5527460588826717
test_query876,Dense,0.6332196796270029,0.9363792118010483,0.857980942822373,0.3340514446642156
test_query877,BM25,0.42959551071396096,0.4092727151605027,0.3979478965435962,0.4112501797536799
test_query878,Hybrid (RRF),0.7411902110103873,0.6429424283490954,0.7542686714597936,0.7529694065526482
test_query879,BM25,1.0,0.9305687780632227,1.0,1.0
test_query880,Dense,0.6758704024811183,0.914856882358379,0.8415908474314976,0.866947989864271
test_query881,Hybrid + Rerank,0.42367664508731884,0.4419240888751214,0.35687885840597894,0.5328965452000554
test_query882,BM25,1.0,1.0,1.0,1.0
test_query883,Dense,0.7411902110103873,0.7720617383222417,0.642186726668901,0.6578986223737446
test_query884,Hybrid + Rerank,0.5481540639795447,0.6082965289412681,0.7183424120903081,0.7280855459907165
test_query885,Hybrid + Rerank,0.5637884576902256,0.9266360779006401,0.9363792118010483,1.0
test_query886,BM25,1.0,1.0,1.0,1.0
test_query887,Hybrid + Rerank,0.9305687780632227,0.8643145546088337,0.866947989864271,1.0
test_query888,Dense,0.1487639058405727,0.37326895379685443,0.23944085680261515,0.2578753740644926
test_query889,Dense,0.7917063341896681,0.914856882358379,0.8899541168509599,0.9052116356304493
test_query890,Hybrid (RRF),0.43810818083050457,0.5919268187287083,0.6122496142821665,0.5100691314582919
test_query891,BM25,0.8701249883466593,0.3679212572135327,0.42836504693009625,0.5264282969545138
test_query892,Hybrid (RRF),0.3589542101716347,0.6086182388744239,0.6172839611614819,0.5473983622993502
test_query893,Dense,0.13568544539116628,1.0,1.0,1.0
test_query894,Dense,0.38363315291837646,0.7967610662472993,0.4690000933206748,0.6051399156371955
test_query895,BM25,1.0,0.9266360779006401,1.0,1.0
test_query896,BM25,1.0,1.0,1.0,1.0
test_query897,Hybrid + Rerank,0.5017100640839688,0.521098444712307,0.47682620352203725,0.606439180544341
test_query898,Dense,0.3589542101716347,0.5036067026046991,0.42257499837058643,0.42520843362602373
test_query899,Hybrid + Rerank,0.40414048110870887,0.40160493302575007,0.40414048110870887,0.5372903784169164
test_query900,BM25,0.9363792118010483,0.6489315753318465,0.9363792118010483,0.8482378089219645
test_query901,Hybrid (RRF),0.9363792118010483,0.772837825180752,1.0,0.9363792118010483
test_query902,BM25,1.0,1.0,1.0,1.0
test_query903,Dense,0.06625422345438903,0.40030566811860463,0.0,0.06625422345438903
test_query904,Hybrid (RRF),0.13698471029831175,0.24573132854020638,0.24936270394794902,0.1610425878239398
test_query905,Dense,0.7059054020403313,1.0,0.9266360779006401,1.0
test_query906,BM25,0.45484422125791796,0.30701473034246535,0.382414714083678,0.3971921948634016
test_query907,Hybrid (RRF),0.8630152897016883,0.9266360779006401,1.0,1.0
test_query908,Dense,0.33798414482679834,0.9216017310213247,0.8643145546088337,0.857980942822373
test_query909,Hybrid (RRF),0.7183627972686238,0.933745776545611,0.9363792118010483,0.772837825180752
test_query910,Dense,0.835780413693672,1.0,1.0,0.8512360941594274
test_query911,BM25,0.5469356251448461,0.41388361500911724,0.40160493302575007,0.5462574254588145
test_query912,Dense,0.8701249883466593,1.0,1.0,1.0
test_query913,Dense,0.0,0.2614432242450501,0.16421958630632802,0.06943122193677727
test_query914,Dense,0.6581810421830975,0.8630152897016883,0.841492960259019,0.8165901947515999
test_query915,BM25,0.800693766409882,0.6203974344166848,0.6871952210980248,0.6898286563534621
test_query916,Dense,0.6698623505528798,0.7015099647232446,0.6698623505528798,0.6698623505528798
test_query917,Hybrid + Rerank,0.7183627972686238,0.8701249883466593,0.9363792118010483,1.0
test_query918,Dense,0.0,1.0,1.0,1.0
test_query919,BM25,1.0,0.9363792118010483,1.0,1.0
test_query920,BM25,1.0,1.0,1.0,1.0
test_query921,Hybrid + Rerank,0.22009176629808017,0.35970991185182927,0.424926013816671,0.4690000933206748
test_query922,BM25,1.0,1.0,1.0,1.0
test_query923,Dense,0.8263333286520083,0.857980942822373,0.8415908474314976,0.7917063341896681
test_query924,Hybrid (RRF),0.7065836017263629,0.716485063693381,0.7917063341896681,0.7542686714597936
test_query925,BM25,1.0,1.0,1.0,1.0
test_query926,Hybrid (RRF),0.7799082337019199,0.8701249883466593,0.9363792118010483,0.3589542101716347
test_query927,BM25,0.793584067764911,0.6059848036189867,0.78180487222265,0.7859162856301584
test_query928,Dense,0.8643145546088337,0.9266360779006401,0.9266360779006401,0.914856882358379
test_query929,Dense,0.21726071285222986,0.23365080824310533,0.13886244387355454,0.13886244387355454
test_query930,BM25,1.0,1.0,1.0,1.0
test_query931,BM25,1.0,0.7663491917568946,1.0,1.0
test_query932,BM25,1.0,0.8643145546088337,1.0,0.9363792118010483
test_query933,Hybrid (RRF),0.727329844310522,0.8415908474314976,0.866947989864271,0.6987957033953602
test_query934,Dense,0.06362078819895171,1.0,0.727329844310522,0.933745776545611
test_query935,Hybrid (RRF),0.78180487222265,0.800693766409882,0.8701249883466593,0.7967610662472993
test_query936,BM25,0.8899541168509599,0.7655934900767002,0.804810999209339,0.7503359712972109
test_query937,BM25,1.0,0.826813366651774,0.933745776545611,0.8603818544462509
test_query938,Hybrid (RRF),0.800693766409882,0.914856882358379,1.0,0.835780413693672
test_query939,Hybrid (RRF),0.6371130896657825,0.7289115290270202,0.800693766409882,0.800693766409882
test_query940,Hybrid (RRF),0.5053603444371989,0.6489315753318465,0.7859162856301584,0.4362115423097744
test_query941,Dense,0.23365080824310533,0.4393885407921626,0.38148029915855786,0.33480714634441017
test_query942,Dense,0.4690000933206748,0.684383072597662,0.6136525857537393,0.6086182388744239
test_query943,Dense,0.8643145546088337,0.9363792118010483,0.8701249883466593,0.8701249883466593
test_query944,Hybrid + Rerank,0.696162268139923,0.7917267193679839,0.8701249883466593,0.933745776545611
test_query945,Hybrid + Rerank,0.48647145024996696,0.17947710508581735,0.47684658870035296,0.684383072597662
test_query946,BM25,0.8521705090845474,0.793584067764911,0.642186726668901,0.6371523797895856
test_query947,BM25,0.5958595188912912,0.357813273331099,0.46158906992086357,0.42331179510529354
test_query948,BM25,1.0,1.0,1.0,1.0
test_query949,BM25,1.0,1.0,1.0,1.0
test_query950,Dense,0.9305687780632227,1.0,1.0,0.9363792118010483
test_query951,Hybrid + Rerank,0.4162845266329952,0.44510108735750953,0.4131075281506069,0.46299204139243627
test_query952,Dense,0.7827392871477702,0.9305687780632227,0.866947989864271,0.7967610662472993
test_query953,Dense,0.11004588314904008,0.42566281055137817,0.32506401244400185,0.07839826897867533
test_query954,Hybrid + Rerank,0.42257499837058643,0.47338717040861195,0.5193185983095427,0.681660451040628
test_query955,BM25,1.0,1.0,1.0,1.0
test_query956,BM25,0.9266360779006401,0.48882922182497546,0.6627919420317119,0.756902106715231
test_query957,Hybrid + Rerank,0.33480714634441017,0.2051166673279436,0.39842793454336184,0.4066392799050653
test_query958,BM25,0.9216017310213247,0.4595326231006953,0.7100226348397882,0.45260163770064993
test_query959,BM25,1.0,1.0,1.0,1.0
test_query960,Dense,0.841492960259019,1.0,1.0,1.0
test_query961,Hybrid + Rerank,0.32542886242602714,0.43545584062957987,0.33480714634441017,0.44006674047819433
test_query962,Hybrid + Rerank,0.3436966913921454,0.0,0.521098444712307,0.7510916729774053
test_query963,BM25,1.0,1.0,1.0,0.9216017310213247
test_query964,Hybrid (RRF),0.3882251478215036,0.39356081945565896,0.4671034547999446,0.4642913062995817
test_query965,Hybrid (RRF),0.545155778742082,0.8389574121760602,0.857980942822373,0.7314470771099789
test_query966,Dense,0.7315449642824575,0.8454256604216017,0.8263333286520083,0.7093753650484099
test_query967,Dense,0.13886244387355454,0.8415908474314976,0.6090726157997783,0.750637296052051
test_query968,Hybrid (RRF),0.800693766409882,0.933745776545611,1.0,1.0
test_query969,Hybrid + Rerank,0.42367664508731884,0.42959551071396096,0.43545584062957987,0.44006674047819433
test_query970,BM25,1.0,0.636658712740428,0.933745776545611,0.9363792118010483
test_query971,BM25,0.3476293915547282,0.2934556883974402,0.23365080824310533,0.29025978496956456
test_query972,Dense,0.7538142945344393,0.9363792118010483,0.9363792118010483,0.8200685179888283
test_query973,BM25,1.0,1.0,1.0,1.0
test_query974,Dense,0.4288398090337664,1.0,0.8521705090845474,0.9363792118010483
test_query975,BM25,1.0,0.7289115290270202,0.866947989864271,0.7630946912803436
test_query976,Hybrid (RRF),0.756902106715231,0.8701249883466593,0.9305687780632227,0.8701249883466593
test_query977,BM25,0.3340514446642156,0.0,0.21726071285222986,0.08514311764162098
test_query978,Hybrid + Rerank,0.3589542101716347,0.6316243658611127,0.48882922182497546,0.9216017310213247
test_query979,Hybrid (RRF),0.6300426811446146,0.9052116356304493,1.0,0.9216017310213247
test_query980,BM25,1.0,1.0,1.0,1.0
test_query981,Dense,0.9216017310213247,1.0,1.0,0.9363792118010483
test_query982,Hybrid + Rerank,0.7721596254947203,0.5173633627401372,0.6281649475693719,0.8236998933965709
test_query983,Dense,0.5801476231864474,0.693761356516045,0.5887498202463202,0.456899187845258
test_query984,Hybrid + Rerank,0.7909506325094737,0.7885497208855957,0.866947989864271,0.8899541168509599
test_query985,Hybrid + Rerank,0.8389574121760602,0.7421246259355073,0.9052116356304493,1.0
test_query986,Dense,0.33480714634441017,0.38148029915855786,0.2685529228900211,0.24309789328476902
test_query987,BM25,1.0,1.0,1.0,1.0
test_query988,BM25,0.4982710309705437,0.4288398090337664,0.4288398090337664,0.49246059723271807
test_query989,Hybrid + Rerank,0.715550648768261,0.8364586133797037,0.9363792118010483,1.0
test_query990,Dense,0.9363792118010483,1.0,1.0,1.0
test_query991,Dense,0.5988751049740155,1.0,1.0,0.8521705090845474
test_query992,BM25,1.0,0.9363792118010483,1.0,1.0
test_query993,BM25,1.0,0.8482378089219645,1.0,1.0
test_query994,Dense,0.24703059344735182,0.44510108735750953,0.4066392799050653,0.33798414482679834
test_query995,Dense,0.9305687780632227,1.0,1.0,0.7015099647232446
test_query996,Hybrid + Rerank,0.866947989864271,0.5321408435198608,0.9305687780632227,0.9363792118010483
test_query997,Dense,0.4419240888751214,0.44510108735750953,0.43295704183322337,0.3030820301798826
test_query998,Hybrid + Rerank,0.47938213678331176,0.45484422125791796,0.45841207143847534,0.49246059723271807
test_query999,Dense,0.8263333286520083,0.8415908474314976,0.7975167679274937,0.8205228949141826
test_query1000,BM25,0.9363792118010483,0.7799082337019199,0.914856882358379,0.9216017310213247
test_query1001,BM25,0.9216017310213247,0.8611375561264454,0.8899541168509599,0.8611375561264454
test_query1002,BM25,0.4131075281506069,0.40741536676357565,0.3565964385966262,0.37183505243062814
test_query1003,Dense,0.3436966913921454,0.7799082337019199,0.48649183542828267,0.3125291152215463
test_query1004,Hybrid (RRF),0.7799082337019199,0.5036067026046991,1.0,0.9363792118010483
test_query1005,Hybrid (RRF),0.9216017310213247,0.8553475075669357,1.0,1.0
